Date,Home/Neutral,PTS,PTS.1,Unnamed: 5,Visitor/Neutral,link,no_box
"Thu, Aug 12, 1999",Houston Comets,61,83,Box Score,Los Angeles Sparks,/wnba/boxscores/199908120HOU.html,
"Thu, Aug 12, 1999",Orlando Miracle,54,55,Box Score,Cleveland Rockers,/wnba/boxscores/199908120ORL.html,
"Fri, Aug 13, 1999",Detroit Shock,60,56,Box Score,New York Liberty,/wnba/boxscores/199908130DET.html,
"Fri, Aug 13, 1999",Sacramento Monarchs,64,78,Box Score,Charlotte Sting,/wnba/boxscores/199908130SAC.html,
"Fri, Aug 13, 1999",Utah Starzz,64,67,Box Score,Phoenix Mercury,/wnba/boxscores/199908130UTA.html,
"Sat, Aug 14, 1999",Cleveland Rockers,73,61,Box Score,Orlando Miracle,/wnba/boxscores/199908140CLE.html,
"Sat, Aug 14, 1999",Houston Comets,53,71,Box Score,Minnesota Lynx,/wnba/boxscores/199908140HOU.html,
"Sat, Aug 14, 1999",Sacramento Monarchs,97,89,Box Score,Utah Starzz,/wnba/boxscores/199908140SAC.html,
"Sat, Aug 14, 1999",Washington Mystics,53,55,Box Score,Los Angeles Sparks,/wnba/boxscores/199908140WAS.html,
"Sun, Aug 15, 1999",New York Liberty,63,57,Box Score,Detroit Shock,/wnba/boxscores/199908150NYL.html,
"Sun, Aug 15, 1999",Orlando Miracle,54,81,Box Score,Washington Mystics,/wnba/boxscores/199908150ORL.html,
"Sun, Aug 15, 1999",Phoenix Mercury,54,65,Box Score,Charlotte Sting,/wnba/boxscores/199908150PHO.html,
"Mon, Aug 16, 1999",Houston Comets,71,80,Box Score,Utah Starzz,/wnba/boxscores/199908160HOU.html,
"Mon, Aug 16, 1999",Los Angeles Sparks,65,76,Box Score,Charlotte Sting,/wnba/boxscores/199908160LAS.html,
"Mon, Aug 16, 1999",Minnesota Lynx,50,57,Box Score,Cleveland Rockers,/wnba/boxscores/199908160MIN.html,
"Tue, Aug 17, 1999",New York Liberty,54,66,Box Score,Washington Mystics,/wnba/boxscores/199908170NYL.html,
"Tue, Aug 17, 1999",Phoenix Mercury,59,71,Box Score,Sacramento Monarchs,/wnba/boxscores/199908170PHO.html,
"Wed, Aug 18, 1999",Houston Comets,60,70,Box Score,Phoenix Mercury,/wnba/boxscores/199908180HOU.html,
"Wed, Aug 18, 1999",Los Angeles Sparks,54,72,Box Score,Minnesota Lynx,/wnba/boxscores/199908180LAS.html,
"Wed, Aug 18, 1999",Orlando Miracle,81,93,Box Score,Detroit Shock,/wnba/boxscores/199908180ORL.html,
"Thu, Aug 19, 1999",New York Liberty,55,72,Box Score,Cleveland Rockers,/wnba/boxscores/199908190NYL.html,
"Fri, Aug 20, 1999",Charlotte Sting,58,57,Box Score,Detroit Shock,/wnba/boxscores/199908200CHA.html,
"Fri, Aug 20, 1999",Los Angeles Sparks,64,68,Box Score,Houston Comets,/wnba/boxscores/199908200LAS.html,
"Fri, Aug 20, 1999",Minnesota Lynx,83,80,Box Score,Orlando Miracle,/wnba/boxscores/199908200MIN.html,
"Fri, Aug 20, 1999",Phoenix Mercury,70,62,Box Score,Utah Starzz,/wnba/boxscores/199908200PHO.html,
"Sat, Aug 21, 1999",Cleveland Rockers,56,66,Box Score,New York Liberty,/wnba/boxscores/199908210CLE.html,
"Sat, Aug 21, 1999",Detroit Shock,68,74,Box Score,Orlando Miracle,/wnba/boxscores/199908210DET.html,
"Sat, Aug 21, 1999",Sacramento Monarchs,74,65,Box Score,Houston Comets,/wnba/boxscores/199908210SAC.html,
"Sat, Aug 21, 1999",Utah Starzz,81,89,Box Score,Los Angeles Sparks,/wnba/boxscores/199908210UTA.html,
"Sat, Aug 21, 1999",Washington Mystics,48,45,Box Score,Minnesota Lynx,/wnba/boxscores/199908210WAS.html,
"Tue, Aug 24, 1999",Detroit Shock,60,54,Box Score,Charlotte Sting,/wnba/boxscores/199908240DET.html,
"Tue, Aug 24, 1999",Los Angeles Sparks,58,71,Box Score,Sacramento Monarchs,/wnba/boxscores/199908240LAS.html,
"Thu, Aug 26, 1999",Los Angeles Sparks,60,75,Box Score,Houston Comets,/wnba/boxscores/199908260LAS.html,
"Fri, Aug 27, 1999",Charlotte Sting,67,78,Box Score,New York Liberty,/wnba/boxscores/199908270CHA.html,
"Sun, Aug 29, 1999",Houston Comets,55,83,Box Score,Los Angeles Sparks,/wnba/boxscores/199908290HOU.html,
"Sun, Aug 29, 1999",New York Liberty,70,74,Box Score,Charlotte Sting,/wnba/boxscores/199908290NYL.html,
"Mon, Aug 30, 1999",Houston Comets,62,72,Box Score,Los Angeles Sparks,/wnba/boxscores/199908300HOU.html,
"Mon, Aug 30, 1999",New York Liberty,54,69,Box Score,Charlotte Sting,/wnba/boxscores/199908300NYL.html,
"Thu, Sep 2, 1999",New York Liberty,73,60,Box Score,Houston Comets,/wnba/boxscores/199909020NYL.html,
"Sat, Sep 4, 1999",Houston Comets,68,67,Box Score,New York Liberty,/wnba/boxscores/199909040HOU.html,
"Sun, Sep 5, 1999",Houston Comets,47,59,Box Score,New York Liberty,/wnba/boxscores/199909050HOU.html,
"Mon, May 29, 2000",Houston Comets,68,84,Box Score,New York Liberty,/wnba/boxscores/200005290HOU.html,
"Wed, May 31, 2000",Los Angeles Sparks,62,69,Box Score,Utah Starzz,/wnba/boxscores/200005310LAS.html,
"Wed, May 31, 2000",Minnesota Lynx,62,73,Box Score,Cleveland Rockers,/wnba/boxscores/200005310MIN.html,
"Wed, May 31, 2000",Phoenix Mercury,48,51,Box Score,New York Liberty,/wnba/boxscores/200005310PHO.html,
"Wed, May 31, 2000",Portland Fire,93,89,Box Score,Houston Comets,/wnba/boxscores/200005310POR.html,
"Wed, May 31, 2000",Sacramento Monarchs,60,76,Box Score,Seattle Storm,/wnba/boxscores/200005310SAC.html,
"Wed, May 31, 2000",Washington Mystics,66,92,Box Score,Orlando Miracle,/wnba/boxscores/200005310WAS.html,
"Thu, Jun 1, 2000",Miami Sol,57,54,Box Score,Indiana Fever,/wnba/boxscores/200006010MIA.html,
"Thu, Jun 1, 2000",Orlando Miracle,79,82,Box Score,Charlotte Sting,/wnba/boxscores/200006010ORL.html,
"Thu, Jun 1, 2000",Seattle Storm,77,47,Box Score,Houston Comets,/wnba/boxscores/200006010SEA.html,
"Thu, Jun 1, 2000",Utah Starzz,74,83,Box Score,Minnesota Lynx,/wnba/boxscores/200006010UTA.html,
"Sat, Jun 3, 2000",Charlotte Sting,74,63,Box Score,Miami Sol,/wnba/boxscores/200006030CHA.html,
"Sat, Jun 3, 2000",Cleveland Rockers,49,72,Box Score,Washington Mystics,/wnba/boxscores/200006030CLE.html,
"Sat, Jun 3, 2000",Detroit Shock,74,77,Box Score,Sacramento Monarchs,/wnba/boxscores/200006030DET.html,
"Sat, Jun 3, 2000",Houston Comets,80,62,Box Score,Phoenix Mercury,/wnba/boxscores/200006030HOU.html,
"Sat, Jun 3, 2000",Indiana Fever,88,82,Box Score,Orlando Miracle,/wnba/boxscores/200006030IND.html,
"Sat, Jun 3, 2000",Minnesota Lynx,82,75,Box Score,Los Angeles Sparks,/wnba/boxscores/200006030MIN.html,
"Sat, Jun 3, 2000",New York Liberty,76,87,Box Score,Utah Starzz,/wnba/boxscores/200006030NYL.html,
"Sat, Jun 3, 2000",Seattle Storm,65,58,Box Score,Portland Fire,/wnba/boxscores/200006030SEA.html,
"Sun, Jun 4, 2000",Washington Mystics,67,79,Box Score,New York Liberty,/wnba/boxscores/200006040WAS.html,
"Mon, Jun 5, 2000",Charlotte Sting,69,53,Box Score,Cleveland Rockers,/wnba/boxscores/200006050CHA.html,
"Mon, Jun 5, 2000",Indiana Fever,59,80,Box Score,Miami Sol,/wnba/boxscores/200006050IND.html,
"Mon, Jun 5, 2000",Minnesota Lynx,68,88,Box Score,Detroit Shock,/wnba/boxscores/200006050MIN.html,
"Mon, Jun 5, 2000",Orlando Miracle,68,75,Box Score,Sacramento Monarchs,/wnba/boxscores/200006050ORL.html,
"Tue, Jun 6, 2000",Houston Comets,70,78,Box Score,Sacramento Monarchs,/wnba/boxscores/200006060HOU.html,
"Tue, Jun 6, 2000",Los Angeles Sparks,57,70,Box Score,Portland Fire,/wnba/boxscores/200006060LAS.html,
"Tue, Jun 6, 2000",Utah Starzz,61,76,Box Score,Phoenix Mercury,/wnba/boxscores/200006060UTA.html,
"Wed, Jun 7, 2000",Cleveland Rockers,79,83,Box Score,Orlando Miracle,/wnba/boxscores/200006070CLE.html,
"Wed, Jun 7, 2000",Detroit Shock,73,69,Box Score,New York Liberty,/wnba/boxscores/200006070DET.html,
"Wed, Jun 7, 2000",Phoenix Mercury,49,82,Box Score,Seattle Storm,/wnba/boxscores/200006070PHO.html,
"Wed, Jun 7, 2000",Washington Mystics,81,54,Box Score,Houston Comets,/wnba/boxscores/200006070WAS.html,
"Thu, Jun 8, 2000",Miami Sol,73,51,Box Score,Washington Mystics,/wnba/boxscores/200006080MIA.html,
"Thu, Jun 8, 2000",Orlando Miracle,71,57,Box Score,Minnesota Lynx,/wnba/boxscores/200006080ORL.html,
"Thu, Jun 8, 2000",Portland Fire,81,72,Box Score,Utah Starzz,/wnba/boxscores/200006080POR.html,
"Fri, Jun 9, 2000",Charlotte Sting,67,62,Box Score,Seattle Storm,/wnba/boxscores/200006090CHA.html,
"Fri, Jun 9, 2000",Detroit Shock,76,80,Box Score,Indiana Fever,/wnba/boxscores/200006090DET.html,
"Fri, Jun 9, 2000",New York Liberty,77,56,Box Score,Sacramento Monarchs,/wnba/boxscores/200006090NYL.html,
"Sat, Jun 10, 2000",Charlotte Sting,74,71,Box Score,Orlando Miracle,/wnba/boxscores/200006100CHA.html,
"Sat, Jun 10, 2000",Cleveland Rockers,49,61,Box Score,Seattle Storm,/wnba/boxscores/200006100CLE.html,
"Sat, Jun 10, 2000",Indiana Fever,70,62,Box Score,New York Liberty,/wnba/boxscores/200006100IND.html,
"Sat, Jun 10, 2000",Los Angeles Sparks,57,76,Box Score,Phoenix Mercury,/wnba/boxscores/200006100LAS.html,
"Sat, Jun 10, 2000",Miami Sol,66,55,Box Score,Minnesota Lynx,/wnba/boxscores/200006100MIA.html,
"Sat, Jun 10, 2000",Utah Starzz,73,71,Box Score,Houston Comets,/wnba/boxscores/200006100UTA.html,
"Sun, Jun 11, 2000",Sacramento Monarchs,68,75,Box Score,Los Angeles Sparks,/wnba/boxscores/200006110SAC.html,
"Mon, Jun 12, 2000",Detroit Shock,78,67,Box Score,Charlotte Sting,/wnba/boxscores/200006120DET.html,
"Mon, Jun 12, 2000",Houston Comets,85,107,Box Score,Utah Starzz,/wnba/boxscores/200006120HOU.html,
"Mon, Jun 12, 2000",Indiana Fever,83,70,Box Score,Cleveland Rockers,/wnba/boxscores/200006120IND.html,
"Tue, Jun 13, 2000",Miami Sol,61,74,Box Score,Detroit Shock,/wnba/boxscores/200006130MIA.html,
"Tue, Jun 13, 2000",New York Liberty,57,56,Box Score,Washington Mystics,/wnba/boxscores/200006130NYL.html,
"Tue, Jun 13, 2000",Portland Fire,75,69,Box Score,Phoenix Mercury,/wnba/boxscores/200006130POR.html,
"Tue, Jun 13, 2000",Seattle Storm,59,69,Box Score,Los Angeles Sparks,/wnba/boxscores/200006130SEA.html,
"Tue, Jun 13, 2000",Utah Starzz,88,80,Box Score,Orlando Miracle,/wnba/boxscores/200006130UTA.html,
"Wed, Jun 14, 2000",Phoenix Mercury,80,81,Box Score,Portland Fire,/wnba/boxscores/200006140PHO.html,
"Thu, Jun 15, 2000",Houston Comets,53,77,Box Score,Miami Sol,/wnba/boxscores/200006150HOU.html,
"Thu, Jun 15, 2000",Minnesota Lynx,66,72,Box Score,Orlando Miracle,/wnba/boxscores/200006150MIN.html,
"Thu, Jun 15, 2000",Seattle Storm,54,50,Box Score,Sacramento Monarchs,/wnba/boxscores/200006150SEA.html,
"Thu, Jun 15, 2000",Utah Starzz,68,96,Box Score,Charlotte Sting,/wnba/boxscores/200006150UTA.html,
"Fri, Jun 16, 2000",Cleveland Rockers,93,81,Box Score,Detroit Shock,/wnba/boxscores/200006160CLE.html,
"Sat, Jun 17, 2000",Miami Sol,48,55,Box Score,Cleveland Rockers,/wnba/boxscores/200006170MIA.html,
"Sat, Jun 17, 2000",Orlando Miracle,79,54,Box Score,Indiana Fever,/wnba/boxscores/200006170ORL.html,
"Sat, Jun 17, 2000",Phoenix Mercury,69,62,Box Score,Minnesota Lynx,/wnba/boxscores/200006170PHO.html,
"Sat, Jun 17, 2000",Portland Fire,94,81,Box Score,Los Angeles Sparks,/wnba/boxscores/200006170POR.html,
"Sat, Jun 17, 2000",Sacramento Monarchs,63,74,Box Score,Charlotte Sting,/wnba/boxscores/200006170SAC.html,
"Sat, Jun 17, 2000",Utah Starzz,67,70,Box Score,Washington Mystics,/wnba/boxscores/200006170UTA.html,
"Sun, Jun 18, 2000",Detroit Shock,74,111,Box Score,Indiana Fever,/wnba/boxscores/200006180DET.html,
"Sun, Jun 18, 2000",Houston Comets,66,78,Box Score,Minnesota Lynx,/wnba/boxscores/200006180HOU.html,
"Sun, Jun 18, 2000",Los Angeles Sparks,62,70,Box Score,Charlotte Sting,/wnba/boxscores/200006180LAS.html,
"Sun, Jun 18, 2000",New York Liberty,52,58,Box Score,Miami Sol,/wnba/boxscores/200006180NYL.html,
"Sun, Jun 18, 2000",Seattle Storm,56,53,Box Score,Utah Starzz,/wnba/boxscores/200006180SEA.html,
"Mon, Jun 19, 2000",Cleveland Rockers,70,81,Box Score,Sacramento Monarchs,/wnba/boxscores/200006190CLE.html,
"Mon, Jun 19, 2000",Washington Mystics,55,80,Box Score,Detroit Shock,/wnba/boxscores/200006190WAS.html,
"Tue, Jun 20, 2000",Los Angeles Sparks,84,90,Box Score,Houston Comets,/wnba/boxscores/200006200LAS.html,
"Tue, Jun 20, 2000",Minnesota Lynx,74,55,Box Score,Phoenix Mercury,/wnba/boxscores/200006200MIN.html,
"Tue, Jun 20, 2000",Portland Fire,87,85,Box Score,Charlotte Sting,/wnba/boxscores/200006200POR.html,
"Tue, Jun 20, 2000",Utah Starzz,63,66,Box Score,Seattle Storm,/wnba/boxscores/200006200UTA.html,
"Wed, Jun 21, 2000",Indiana Fever,70,58,Box Score,Sacramento Monarchs,/wnba/boxscores/200006210IND.html,
"Wed, Jun 21, 2000",New York Liberty,67,63,Box Score,Detroit Shock,/wnba/boxscores/200006210NYL.html,
"Wed, Jun 21, 2000",Washington Mystics,57,55,Box Score,Miami Sol,/wnba/boxscores/200006210WAS.html,
"Thu, Jun 22, 2000",Charlotte Sting,90,57,Box Score,Phoenix Mercury,/wnba/boxscores/200006220CHA.html,
"Thu, Jun 22, 2000",Minnesota Lynx,64,86,Box Score,Utah Starzz,/wnba/boxscores/200006220MIN.html,
"Thu, Jun 22, 2000",Orlando Miracle,64,77,Box Score,Cleveland Rockers,/wnba/boxscores/200006220ORL.html,
"Fri, Jun 23, 2000",Indiana Fever,69,60,Box Score,New York Liberty,/wnba/boxscores/200006230IND.html,
"Fri, Jun 23, 2000",Miami Sol,68,54,Box Score,Los Angeles Sparks,/wnba/boxscores/200006230MIA.html,
"Fri, Jun 23, 2000",Portland Fire,61,72,Box Score,Seattle Storm,/wnba/boxscores/200006230POR.html,
"Fri, Jun 23, 2000",Utah Starzz,83,66,Box Score,Houston Comets,/wnba/boxscores/200006230UTA.html,
"Fri, Jun 23, 2000",Washington Mystics,84,69,Box Score,Sacramento Monarchs,/wnba/boxscores/200006230WAS.html,
"Sat, Jun 24, 2000",Cleveland Rockers,60,57,Box Score,Minnesota Lynx,/wnba/boxscores/200006240CLE.html,
"Sat, Jun 24, 2000",Detroit Shock,76,70,Box Score,Washington Mystics,/wnba/boxscores/200006240DET.html,
"Sat, Jun 24, 2000",Houston Comets,67,93,Box Score,Indiana Fever,/wnba/boxscores/200006240HOU.html,
"Sat, Jun 24, 2000",Miami Sol,67,44,Box Score,Phoenix Mercury,/wnba/boxscores/200006240MIA.html,
"Sat, Jun 24, 2000",Orlando Miracle,68,69,Box Score,Charlotte Sting,/wnba/boxscores/200006240ORL.html,
"Sun, Jun 25, 2000",Charlotte Sting,84,81,Box Score,Detroit Shock,/wnba/boxscores/200006250CHA.html,
"Sun, Jun 25, 2000",Cleveland Rockers,61,64,Box Score,Phoenix Mercury,/wnba/boxscores/200006250CLE.html,
"Sun, Jun 25, 2000",New York Liberty,72,67,Box Score,Los Angeles Sparks,/wnba/boxscores/200006250NYL.html,
"Sun, Jun 25, 2000",Sacramento Monarchs,76,92,Box Score,Portland Fire,/wnba/boxscores/200006250SAC.html,
"Mon, Jun 26, 2000",Orlando Miracle,70,58,Box Score,Houston Comets,/wnba/boxscores/200006260ORL.html,
"Mon, Jun 26, 2000",Utah Starzz,80,89,Box Score,Sacramento Monarchs,/wnba/boxscores/200006260UTA.html,
"Mon, Jun 26, 2000",Washington Mystics,74,72,Box Score,Los Angeles Sparks,/wnba/boxscores/200006260WAS.html,
"Wed, Jun 28, 2000",Charlotte Sting,76,66,Box Score,Houston Comets,/wnba/boxscores/200006280CHA.html,
"Wed, Jun 28, 2000",Indiana Fever,82,73,Box Score,Los Angeles Sparks,/wnba/boxscores/200006280IND.html,
"Wed, Jun 28, 2000",New York Liberty,69,82,Box Score,Phoenix Mercury,/wnba/boxscores/200006280NYL.html,
"Wed, Jun 28, 2000",Orlando Miracle,53,61,Box Score,Miami Sol,/wnba/boxscores/200006280ORL.html,
"Wed, Jun 28, 2000",Portland Fire,69,80,Box Score,Cleveland Rockers,/wnba/boxscores/200006280POR.html,
"Wed, Jun 28, 2000",Sacramento Monarchs,74,82,Box Score,Minnesota Lynx,/wnba/boxscores/200006280SAC.html,
"Wed, Jun 28, 2000",Seattle Storm,82,78,Box Score,Detroit Shock,/wnba/boxscores/200006280SEA.html,
"Fri, Jun 30, 2000",Houston Comets,39,79,Box Score,Portland Fire,/wnba/boxscores/200006300HOU.html,
"Fri, Jun 30, 2000",Miami Sol,66,63,Box Score,Orlando Miracle,/wnba/boxscores/200006300MIA.html,
"Fri, Jun 30, 2000",New York Liberty,70,72,Box Score,Indiana Fever,/wnba/boxscores/200006300NYL.html,
"Fri, Jun 30, 2000",Sacramento Monarchs,62,85,Box Score,Utah Starzz,/wnba/boxscores/200006300SAC.html,
"Fri, Jun 30, 2000",Seattle Storm,65,53,Box Score,Minnesota Lynx,/wnba/boxscores/200006300SEA.html,
"Fri, Jun 30, 2000",Washington Mystics,66,57,Box Score,Phoenix Mercury,/wnba/boxscores/200006300WAS.html,
"Sat, Jul 1, 2000",Charlotte Sting,78,74,Box Score,Washington Mystics,/wnba/boxscores/200007010CHA.html,
"Sat, Jul 1, 2000",Indiana Fever,54,52,Box Score,Miami Sol,/wnba/boxscores/200007010IND.html,
"Sat, Jul 1, 2000",Los Angeles Sparks,67,75,Box Score,Cleveland Rockers,/wnba/boxscores/200007010LAS.html,
"Sat, Jul 1, 2000",Orlando Miracle,57,69,Box Score,New York Liberty,/wnba/boxscores/200007010ORL.html,
"Sat, Jul 1, 2000",Sacramento Monarchs,96,108,Box Score,Detroit Shock,/wnba/boxscores/200007010SAC.html,
"Sat, Jul 1, 2000",Seattle Storm,81,60,Box Score,Utah Starzz,/wnba/boxscores/200007010SEA.html,
"Sun, Jul 2, 2000",Houston Comets,58,69,Box Score,Phoenix Mercury,/wnba/boxscores/200007020HOU.html,
"Sun, Jul 2, 2000",Los Angeles Sparks,63,85,Box Score,Detroit Shock,/wnba/boxscores/200007020LAS.html,
"Sun, Jul 2, 2000",Minnesota Lynx,75,81,Box Score,Portland Fire,/wnba/boxscores/200007020MIN.html,
"Mon, Jul 3, 2000",Cleveland Rockers,65,66,Box Score,New York Liberty,/wnba/boxscores/200007030CLE.html,
"Mon, Jul 3, 2000",Indiana Fever,68,64,Box Score,Portland Fire,/wnba/boxscores/200007030IND.html,
"Mon, Jul 3, 2000",Seattle Storm,60,55,Box Score,Washington Mystics,/wnba/boxscores/200007030SEA.html,
"Wed, Jul 5, 2000",Charlotte Sting,70,76,Box Score,Miami Sol,/wnba/boxscores/200007050CHA.html,
"Wed, Jul 5, 2000",Minnesota Lynx,67,60,Box Score,Seattle Storm,/wnba/boxscores/200007050MIN.html,
"Wed, Jul 5, 2000",New York Liberty,45,62,Box Score,Portland Fire,/wnba/boxscores/200007050NYL.html,
"Wed, Jul 5, 2000",Sacramento Monarchs,76,61,Box Score,Los Angeles Sparks,/wnba/boxscores/200007050SAC.html,
"Thu, Jul 6, 2000",Houston Comets,50,80,Box Score,Seattle Storm,/wnba/boxscores/200007060HOU.html,
"Thu, Jul 6, 2000",Los Angeles Sparks,70,79,Box Score,Washington Mystics,/wnba/boxscores/200007060LAS.html,
"Thu, Jul 6, 2000",Orlando Miracle,60,72,Box Score,Indiana Fever,/wnba/boxscores/200007060ORL.html,
"Thu, Jul 6, 2000",Phoenix Mercury,69,83,Box Score,Detroit Shock,/wnba/boxscores/200007060PHO.html,
"Fri, Jul 7, 2000",Houston Comets,71,86,Box Score,Charlotte Sting,/wnba/boxscores/200007070HOU.html,
"Fri, Jul 7, 2000",Miami Sol,46,49,Box Score,Cleveland Rockers,/wnba/boxscores/200007070MIA.html,
"Fri, Jul 7, 2000",Minnesota Lynx,76,70,Box Score,New York Liberty,/wnba/boxscores/200007070MIN.html,
"Fri, Jul 7, 2000",Portland Fire,63,60,Box Score,Sacramento Monarchs,/wnba/boxscores/200007070POR.html,
"Fri, Jul 7, 2000",Utah Starzz,73,69,Box Score,Detroit Shock,/wnba/boxscores/200007070UTA.html,
"Sat, Jul 8, 2000",Charlotte Sting,80,59,Box Score,Cleveland Rockers,/wnba/boxscores/200007080CHA.html,
"Sat, Jul 8, 2000",Indiana Fever,66,65,Box Score,Phoenix Mercury,/wnba/boxscores/200007080IND.html,
"Sat, Jul 8, 2000",New York Liberty,51,63,Box Score,Miami Sol,/wnba/boxscores/200007080NYL.html,
"Sat, Jul 8, 2000",Orlando Miracle,53,64,Box Score,Seattle Storm,/wnba/boxscores/200007080ORL.html,
"Sat, Jul 8, 2000",Sacramento Monarchs,56,78,Box Score,Washington Mystics,/wnba/boxscores/200007080SAC.html,
"Sun, Jul 9, 2000",Detroit Shock,68,62,Box Score,Orlando Miracle,/wnba/boxscores/200007090DET.html,
"Sun, Jul 9, 2000",Los Angeles Sparks,72,92,Box Score,Utah Starzz,/wnba/boxscores/200007090LAS.html,
"Sun, Jul 9, 2000",Minnesota Lynx,70,60,Box Score,Houston Comets,/wnba/boxscores/200007090MIN.html,
"Sun, Jul 9, 2000",Portland Fire,58,75,Box Score,Washington Mystics,/wnba/boxscores/200007090POR.html,
"Mon, Jul 10, 2000",Cleveland Rockers,65,72,Box Score,Charlotte Sting,/wnba/boxscores/200007100CLE.html,
"Mon, Jul 10, 2000",Miami Sol,42,59,Box Score,Seattle Storm,/wnba/boxscores/200007100MIA.html,
"Tue, Jul 11, 2000",Los Angeles Sparks,80,77,Box Score,Portland Fire,/wnba/boxscores/200007110LAS.html,
"Tue, Jul 11, 2000",Phoenix Mercury,54,64,Box Score,Minnesota Lynx,/wnba/boxscores/200007110PHO.html,
"Wed, Jul 12, 2000",Cleveland Rockers,1,14,Box Score,Orlando Miracle,/wnba/boxscores/200007120CLE.html,
"Wed, Jul 12, 2000",Detroit Shock,56,61,Box Score,Seattle Storm,/wnba/boxscores/200007120DET.html,
"Wed, Jul 12, 2000",Houston Comets,62,77,Box Score,Sacramento Monarchs,/wnba/boxscores/200007120HOU.html,
"Wed, Jul 12, 2000",New York Liberty,70,84,Box Score,Charlotte Sting,/wnba/boxscores/200007120NYL.html,
"Wed, Jul 12, 2000",Utah Starzz,67,76,Box Score,Portland Fire,/wnba/boxscores/200007120UTA.html,
"Wed, Jul 12, 2000",Washington Mystics,81,58,Box Score,Indiana Fever,/wnba/boxscores/200007120WAS.html,
"Thu, Jul 13, 2000",Miami Sol,60,48,Box Score,Washington Mystics,/wnba/boxscores/200007130MIA.html,
"Thu, Jul 13, 2000",Phoenix Mercury,64,72,Box Score,Sacramento Monarchs,/wnba/boxscores/200007130PHO.html,
"Fri, Jul 14, 2000",Detroit Shock,50,80,Box Score,Miami Sol,/wnba/boxscores/200007140DET.html,
"Fri, Jul 14, 2000",Indiana Fever,45,64,Box Score,Seattle Storm,/wnba/boxscores/200007140IND.html,
"Fri, Jul 14, 2000",Los Angeles Sparks,58,63,Box Score,Houston Comets,/wnba/boxscores/200007140LAS.html,
"Fri, Jul 14, 2000",Orlando Miracle,55,51,Box Score,New York Liberty,/wnba/boxscores/200007140ORL.html,
"Fri, Jul 14, 2000",Portland Fire,54,65,Box Score,Minnesota Lynx,/wnba/boxscores/200007140POR.html,
"Fri, Jul 14, 2000",Utah Starzz,84,87,Box Score,Phoenix Mercury,/wnba/boxscores/200007140UTA.html,
"Sat, Jul 15, 2000",Cleveland Rockers,55,79,Box Score,Indiana Fever,/wnba/boxscores/200007150CLE.html,
"Sat, Jul 15, 2000",Los Angeles Sparks,57,58,Box Score,Minnesota Lynx,/wnba/boxscores/200007150LAS.html,
"Sat, Jul 15, 2000",Sacramento Monarchs,75,69,Box Score,Utah Starzz,/wnba/boxscores/200007150SAC.html,
"Sat, Jul 15, 2000",Washington Mystics,76,73,Box Score,Charlotte Sting,/wnba/boxscores/200007150WAS.html,
"Wed, Jul 19, 2000",Miami Sol,62,69,Box Score,Portland Fire,/wnba/boxscores/200007190MIA.html,
"Wed, Jul 19, 2000",Orlando Miracle,78,88,Box Score,Detroit Shock,/wnba/boxscores/200007190ORL.html,
"Wed, Jul 19, 2000",Phoenix Mercury,76,86,Box Score,Utah Starzz,/wnba/boxscores/200007190PHO.html,
"Wed, Jul 19, 2000",Seattle Storm,78,55,Box Score,New York Liberty,/wnba/boxscores/200007190SEA.html,
"Thu, Jul 20, 2000",Cleveland Rockers,74,56,Box Score,Houston Comets,/wnba/boxscores/200007200CLE.html,
"Thu, Jul 20, 2000",Los Angeles Sparks,66,82,Box Score,New York Liberty,/wnba/boxscores/200007200LAS.html,
"Thu, Jul 20, 2000",Sacramento Monarchs,56,73,Box Score,Minnesota Lynx,/wnba/boxscores/200007200SAC.html,
"Thu, Jul 20, 2000",Washington Mystics,74,85,Box Score,Indiana Fever,/wnba/boxscores/200007200WAS.html,
"Fri, Jul 21, 2000",Charlotte Sting,64,73,Box Score,Portland Fire,/wnba/boxscores/200007210CHA.html,
"Fri, Jul 21, 2000",Detroit Shock,76,74,Box Score,Houston Comets,/wnba/boxscores/200007210DET.html,
"Fri, Jul 21, 2000",Miami Sol,65,76,Box Score,Utah Starzz,/wnba/boxscores/200007210MIA.html,
"Fri, Jul 21, 2000",Phoenix Mercury,74,68,Box Score,Los Angeles Sparks,/wnba/boxscores/200007210PHO.html,
"Fri, Jul 21, 2000",Seattle Storm,61,67,Box Score,Minnesota Lynx,/wnba/boxscores/200007210SEA.html,
"Fri, Jul 21, 2000",Washington Mystics,59,61,Box Score,Orlando Miracle,/wnba/boxscores/200007210WAS.html,
"Sat, Jul 22, 2000",Cleveland Rockers,47,76,Box Score,Miami Sol,/wnba/boxscores/200007220CLE.html,
"Sat, Jul 22, 2000",Indiana Fever,59,80,Box Score,Charlotte Sting,/wnba/boxscores/200007220IND.html,
"Sat, Jul 22, 2000",Sacramento Monarchs,60,61,Box Score,Phoenix Mercury,/wnba/boxscores/200007220SAC.html,
"Sun, Jul 23, 2000",Los Angeles Sparks,68,73,Box Score,Sacramento Monarchs,/wnba/boxscores/200007230LAS.html,
"Sun, Jul 23, 2000",Minnesota Lynx,63,80,Box Score,Portland Fire,/wnba/boxscores/200007230MIN.html,
"Sun, Jul 23, 2000",New York Liberty,64,69,Box Score,Houston Comets,/wnba/boxscores/200007230NYL.html,
