Date,Home/Neutral,PTS,PTS.1,Unnamed: 5,Visitor/Neutral,link,no_box
"Wed, Jun 22, 2016",Washington Mystics,62,76,Box Score,Indiana Fever,/wnba/boxscores/201606220WAS.html,
"Thu, Jun 23, 2016",Dallas Wings,90,97,Box Score,San Antonio Silver Stars,/wnba/boxscores/201606230DAL.html,
"Fri, Jun 24, 2016",Minnesota Lynx,94,76,Box Score,Los Angeles Sparks,/wnba/boxscores/201606240MIN.html,
"Fri, Jun 24, 2016",New York Liberty,79,80,Box Score,Chicago Sky,/wnba/boxscores/201606240NYL.html,
"Fri, Jun 24, 2016",Seattle Storm,81,98,Box Score,Connecticut Sun,/wnba/boxscores/201606240SEA.html,
"Fri, Jun 24, 2016",Washington Mystics,91,79,Box Score,Phoenix Mercury,/wnba/boxscores/201606240WAS.html,
"Sat, Jun 25, 2016",Dallas Wings,92,87,Box Score,Indiana Fever,/wnba/boxscores/201606250DAL.html,
"Sat, Jun 25, 2016",San Antonio Silver Stars,69,73,Box Score,Atlanta Dream,/wnba/boxscores/201606250SAS.html,
"Sun, Jun 26, 2016",Los Angeles Sparks,73,80,Box Score,Connecticut Sun,/wnba/boxscores/201606260LAS.html,
"Sun, Jun 26, 2016",New York Liberty,104,97,Box Score,Phoenix Mercury,/wnba/boxscores/201606260NYL.html,
"Sun, Jun 26, 2016",Washington Mystics,63,87,Box Score,Minnesota Lynx,/wnba/boxscores/201606260WAS.html,
"Tue, Jun 28, 2016",Los Angeles Sparks,84,89,Box Score,Dallas Wings,/wnba/boxscores/201606280LAS.html,
"Tue, Jun 28, 2016",Seattle Storm,81,84,Box Score,Atlanta Dream,/wnba/boxscores/201606280SEA.html,
"Wed, Jun 29, 2016",Chicago Sky,95,83,Box Score,Indiana Fever,/wnba/boxscores/201606290CHI.html,
"Wed, Jun 29, 2016",Minnesota Lynx,95,92,Box Score,New York Liberty,/wnba/boxscores/201606290MIN.html,
"Wed, Jun 29, 2016",Phoenix Mercury,75,86,Box Score,Connecticut Sun,/wnba/boxscores/201606290PHO.html,
"Wed, Jun 29, 2016",Washington Mystics,67,84,Box Score,San Antonio Silver Stars,/wnba/boxscores/201606290WAS.html,
"Thu, Jun 30, 2016",Los Angeles Sparks,75,84,Box Score,Atlanta Dream,/wnba/boxscores/201606300LAS.html,
"Thu, Jun 30, 2016",Seattle Storm,83,78,Box Score,Dallas Wings,/wnba/boxscores/201606300SEA.html,
"Fri, Jul 1, 2016",Chicago Sky,84,86,Box Score,Washington Mystics,/wnba/boxscores/201607010CHI.html,
"Fri, Jul 1, 2016",Indiana Fever,87,85,Box Score,San Antonio Silver Stars,/wnba/boxscores/201607010IND.html,
"Fri, Jul 1, 2016",Phoenix Mercury,99,88,Box Score,New York Liberty,/wnba/boxscores/201607010PHO.html,
"Sat, Jul 2, 2016",Dallas Wings,86,83,Box Score,Connecticut Sun,/wnba/boxscores/201607020DAL.html,
"Sat, Jul 2, 2016",Minnesota Lynx,68,91,Box Score,San Antonio Silver Stars,/wnba/boxscores/201607020MIN.html,
"Sun, Jul 3, 2016",Atlanta Dream,95,87,Box Score,Phoenix Mercury,/wnba/boxscores/201607030ATL.html,
"Sun, Jul 3, 2016",Los Angeles Sparks,67,77,Box Score,New York Liberty,/wnba/boxscores/201607030LAS.html,
"Tue, Jul 5, 2016",Atlanta Dream,64,77,Box Score,Seattle Storm,/wnba/boxscores/201607050ATL.html,
"Tue, Jul 5, 2016",Dallas Wings,74,77,Box Score,Phoenix Mercury,/wnba/boxscores/201607050DAL.html,
"Tue, Jul 5, 2016",Minnesota Lynx,82,87,Box Score,Chicago Sky,/wnba/boxscores/201607050MIN.html,
"Wed, Jul 6, 2016",Los Angeles Sparks,88,94,Box Score,Indiana Fever,/wnba/boxscores/201607060LAS.html,
"Wed, Jul 6, 2016",New York Liberty,74,78,Box Score,Seattle Storm,/wnba/boxscores/201607060NYL.html,
"Wed, Jul 6, 2016",San Antonio Silver Stars,70,77,Box Score,Washington Mystics,/wnba/boxscores/201607060SAS.html,
"Thu, Jul 7, 2016",Connecticut Sun,89,93,Box Score,Minnesota Lynx,/wnba/boxscores/201607070CON.html,
"Fri, Jul 8, 2016",Atlanta Dream,90,95,Box Score,Dallas Wings,/wnba/boxscores/201607080ATL.html,
"Fri, Jul 8, 2016",Chicago Sky,88,85,Box Score,New York Liberty,/wnba/boxscores/201607080CHI.html,
"Fri, Jul 8, 2016",Phoenix Mercury,78,60,Box Score,Indiana Fever,/wnba/boxscores/201607080PHO.html,
"Fri, Jul 8, 2016",San Antonio Silver Stars,78,68,Box Score,Seattle Storm,/wnba/boxscores/201607080SAS.html,
"Sat, Jul 9, 2016",Minnesota Lynx,56,93,Box Score,Dallas Wings,/wnba/boxscores/201607090MIN.html,
"Sun, Jul 10, 2016",Chicago Sky,95,100,Box Score,Phoenix Mercury,/wnba/boxscores/201607100CHI.html,
"Sun, Jul 10, 2016",Connecticut Sun,67,63,Box Score,Atlanta Dream,/wnba/boxscores/201607100CON.html,
"Sun, Jul 10, 2016",Los Angeles Sparks,82,93,Box Score,Washington Mystics,/wnba/boxscores/201607100LAS.html,
"Sun, Jul 10, 2016",New York Liberty,65,75,Box Score,San Antonio Silver Stars,/wnba/boxscores/201607100NYL.html,
"Sun, Jul 10, 2016",Seattle Storm,93,82,Box Score,Indiana Fever,/wnba/boxscores/201607100SEA.html,
"Tue, Jul 12, 2016",San Antonio Silver Stars,81,57,Box Score,Minnesota Lynx,/wnba/boxscores/201607120SAS.html,
"Wed, Jul 13, 2016",Chicago Sky,77,67,Box Score,Los Angeles Sparks,/wnba/boxscores/201607130CHI.html,
"Wed, Jul 13, 2016",Indiana Fever,86,64,Box Score,Connecticut Sun,/wnba/boxscores/201607130IND.html,
"Wed, Jul 13, 2016",New York Liberty,62,86,Box Score,Atlanta Dream,/wnba/boxscores/201607130NYL.html,
"Wed, Jul 13, 2016",Phoenix Mercury,74,78,Box Score,Washington Mystics,/wnba/boxscores/201607130PHO.html,
"Fri, Jul 15, 2016",Chicago Sky,77,84,Box Score,Dallas Wings,/wnba/boxscores/201607150CHI.html,
"Fri, Jul 15, 2016",Connecticut Sun,98,92,Box Score,Los Angeles Sparks,/wnba/boxscores/201607150CON.html,
"Fri, Jul 15, 2016",Indiana Fever,72,78,Box Score,Atlanta Dream,/wnba/boxscores/201607150IND.html,
"Fri, Jul 15, 2016",Minnesota Lynx,70,88,Box Score,New York Liberty,/wnba/boxscores/201607150MIN.html,
"Fri, Jul 15, 2016",Seattle Storm,51,80,Box Score,Washington Mystics,/wnba/boxscores/201607150SEA.html,
"Sat, Jul 16, 2016",Phoenix Mercury,64,83,Box Score,San Antonio Silver Stars,/wnba/boxscores/201607160PHO.html,
"Sun, Jul 17, 2016",Atlanta Dream,74,91,Box Score,Los Angeles Sparks,/wnba/boxscores/201607170ATL.html,
"Sun, Jul 17, 2016",Dallas Wings,98,97,Box Score,Minnesota Lynx,/wnba/boxscores/201607170DAL.html,
"Sun, Jul 17, 2016",New York Liberty,76,83,Box Score,Connecticut Sun,/wnba/boxscores/201607170NYL.html,
"Sun, Jul 17, 2016",Seattle Storm,91,88,Box Score,Chicago Sky,/wnba/boxscores/201607170SEA.html,
"Tue, Jul 19, 2016",Indiana Fever,82,92,Box Score,Los Angeles Sparks,/wnba/boxscores/201607190IND.html,
"Tue, Jul 19, 2016",Phoenix Mercury,79,77,Box Score,Chicago Sky,/wnba/boxscores/201607190PHO.html,
"Wed, Jul 20, 2016",Dallas Wings,89,78,Box Score,Connecticut Sun,/wnba/boxscores/201607200DAL.html,
"Wed, Jul 20, 2016",Minnesota Lynx,65,83,Box Score,Atlanta Dream,/wnba/boxscores/201607200MIN.html,
"Wed, Jul 20, 2016",Seattle Storm,69,83,Box Score,San Antonio Silver Stars,/wnba/boxscores/201607200SEA.html,
"Wed, Jul 20, 2016",Washington Mystics,88,81,Box Score,New York Liberty,/wnba/boxscores/201607200WAS.html,
"Thu, Jul 21, 2016",New York Liberty,82,70,Box Score,Indiana Fever,/wnba/boxscores/201607210NYL.html,
"Fri, Jul 22, 2016",Atlanta Dream,88,93,Box Score,Dallas Wings,/wnba/boxscores/201607220ATL.html,
"Fri, Jul 22, 2016",Chicago Sky,94,89,Box Score,Connecticut Sun,/wnba/boxscores/201607220CHI.html,
"Fri, Jul 22, 2016",Minnesota Lynx,72,79,Box Score,Seattle Storm,/wnba/boxscores/201607220MIN.html,
"Fri, Jul 22, 2016",Washington Mystics,95,75,Box Score,Los Angeles Sparks,/wnba/boxscores/201607220WAS.html,
"Fri, Aug 26, 2016",Chicago Sky,82,90,Box Score,Atlanta Dream,/wnba/boxscores/201608260CHI.html,
"Fri, Aug 26, 2016",Connecticut Sun,80,84,Box Score,Minnesota Lynx,/wnba/boxscores/201608260CON.html,
"Fri, Aug 26, 2016",Phoenix Mercury,72,98,Box Score,Dallas Wings,/wnba/boxscores/201608260PHO.html,
"Fri, Aug 26, 2016",San Antonio Silver Stars,84,77,Box Score,New York Liberty,/wnba/boxscores/201608260SAS.html,
"Fri, Aug 26, 2016",Seattle Storm,72,79,Box Score,Los Angeles Sparks,/wnba/boxscores/201608260SEA.html,
"Sat, Aug 27, 2016",Indiana Fever,92,69,Box Score,Washington Mystics,/wnba/boxscores/201608270IND.html,
"Sun, Aug 28, 2016",Atlanta Dream,73,87,Box Score,Connecticut Sun,/wnba/boxscores/201608280ATL.html,
"Sun, Aug 28, 2016",Dallas Wings,92,85,Box Score,Chicago Sky,/wnba/boxscores/201608280DAL.html,
"Sun, Aug 28, 2016",Minnesota Lynx,80,92,Box Score,Seattle Storm,/wnba/boxscores/201608280MIN.html,
"Sun, Aug 28, 2016",Phoenix Mercury,66,70,Box Score,Los Angeles Sparks,/wnba/boxscores/201608280PHO.html,
"Sun, Aug 28, 2016",Washington Mystics,85,74,Box Score,San Antonio Silver Stars,/wnba/boxscores/201608280WAS.html,
"Tue, Aug 30, 2016",Connecticut Sun,62,89,Box Score,San Antonio Silver Stars,/wnba/boxscores/201608300CON.html,
"Tue, Aug 30, 2016",Indiana Fever,79,65,Box Score,Phoenix Mercury,/wnba/boxscores/201608300IND.html,
"Wed, Aug 31, 2016",Seattle Storm,66,78,Box Score,Dallas Wings,/wnba/boxscores/201608310SEA.html,
"Thu, Sep 1, 2016",Indiana Fever,77,98,Box Score,New York Liberty,/wnba/boxscores/201609010IND.html,
"Thu, Sep 1, 2016",San Antonio Silver Stars,70,61,Box Score,Los Angeles Sparks,/wnba/boxscores/201609010SAS.html,
"Fri, Sep 2, 2016",Chicago Sky,88,92,Box Score,Seattle Storm,/wnba/boxscores/201609020CHI.html,
"Fri, Sep 2, 2016",Connecticut Sun,74,87,Box Score,Phoenix Mercury,/wnba/boxscores/201609020CON.html,
"Fri, Sep 2, 2016",Dallas Wings,87,79,Box Score,Los Angeles Sparks,/wnba/boxscores/201609020DAL.html,
"Fri, Sep 2, 2016",Minnesota Lynx,69,75,Box Score,Washington Mystics,/wnba/boxscores/201609020MIN.html,
"Sat, Sep 3, 2016",New York Liberty,70,92,Box Score,Phoenix Mercury,/wnba/boxscores/201609030NYL.html,
"Sun, Sep 4, 2016",Atlanta Dream,91,82,Box Score,Seattle Storm,/wnba/boxscores/201609040ATL.html,
"Sun, Sep 4, 2016",Chicago Sky,73,97,Box Score,San Antonio Silver Stars,/wnba/boxscores/201609040CHI.html,
"Sun, Sep 4, 2016",Dallas Wings,88,83,Box Score,Washington Mystics,/wnba/boxscores/201609040DAL.html,
"Sun, Sep 4, 2016",Los Angeles Sparks,81,88,Box Score,Indiana Fever,/wnba/boxscores/201609040LAS.html,
"Sun, Sep 4, 2016",Minnesota Lynx,79,93,Box Score,Connecticut Sun,/wnba/boxscores/201609040MIN.html,
"Tue, Sep 6, 2016",Atlanta Dream,87,91,Box Score,Phoenix Mercury,/wnba/boxscores/201609060ATL.html,
"Tue, Sep 6, 2016",Los Angeles Sparks,77,74,Box Score,Minnesota Lynx,/wnba/boxscores/201609060LAS.html,
"Tue, Sep 6, 2016",San Antonio Silver Stars,71,69,Box Score,Indiana Fever,/wnba/boxscores/201609060SAS.html,
"Wed, Sep 7, 2016",New York Liberty,102,78,Box Score,Seattle Storm,/wnba/boxscores/201609070NYL.html,
"Wed, Sep 7, 2016",Washington Mystics,81,118,Box Score,Chicago Sky,/wnba/boxscores/201609070WAS.html,
"Thu, Sep 8, 2016",Los Angeles Sparks,86,81,Box Score,Atlanta Dream,/wnba/boxscores/201609080LAS.html,
"Fri, Sep 9, 2016",Indiana Fever,88,95,Box Score,Chicago Sky,/wnba/boxscores/201609090IND.html,
"Fri, Sep 9, 2016",New York Liberty,82,89,Box Score,Connecticut Sun,/wnba/boxscores/201609090NYL.html,
"Fri, Sep 9, 2016",San Antonio Silver Stars,92,84,Box Score,Dallas Wings,/wnba/boxscores/201609090SAS.html,
"Fri, Sep 9, 2016",Washington Mystics,81,76,Box Score,Seattle Storm,/wnba/boxscores/201609090WAS.html,
"Sun, Sep 11, 2016",Connecticut Sun,96,86,Box Score,Chicago Sky,/wnba/boxscores/201609110CON.html,
"Sun, Sep 11, 2016",Dallas Wings,81,84,Box Score,New York Liberty,/wnba/boxscores/201609110DAL.html,
"Sun, Sep 11, 2016",Phoenix Mercury,75,86,Box Score,Atlanta Dream,/wnba/boxscores/201609110PHO.html,
"Sun, Sep 11, 2016",San Antonio Silver Stars,81,76,Box Score,Minnesota Lynx,/wnba/boxscores/201609110SAS.html,
"Sun, Sep 11, 2016",Seattle Storm,60,78,Box Score,Los Angeles Sparks,/wnba/boxscores/201609110SEA.html,
"Sun, Sep 11, 2016",Washington Mystics,80,73,Box Score,Indiana Fever,/wnba/boxscores/201609110WAS.html,
"Tue, Sep 13, 2016",Atlanta Dream,71,67,Box Score,San Antonio Silver Stars,/wnba/boxscores/201609130ATL.html,
"Tue, Sep 13, 2016",Chicago Sky,97,98,Box Score,Minnesota Lynx,/wnba/boxscores/201609130CHI.html,
"Tue, Sep 13, 2016",Connecticut Sun,87,89,Box Score,Indiana Fever,/wnba/boxscores/201609130CON.html,
"Tue, Sep 13, 2016",Los Angeles Sparks,85,90,Box Score,Phoenix Mercury,/wnba/boxscores/201609130LAS.html,
"Tue, Sep 13, 2016",New York Liberty,75,62,Box Score,Washington Mystics,/wnba/boxscores/201609130NYL.html,
"Thu, Sep 15, 2016",Atlanta Dream,91,94,Box Score,Washington Mystics,/wnba/boxscores/201609150ATL.html,
"Thu, Sep 15, 2016",Phoenix Mercury,62,86,Box Score,Seattle Storm,/wnba/boxscores/201609150PHO.html,
"Fri, Sep 16, 2016",Chicago Sky,68,92,Box Score,New York Liberty,/wnba/boxscores/201609160CHI.html,
"Fri, Sep 16, 2016",Connecticut Sun,74,107,Box Score,Dallas Wings,/wnba/boxscores/201609160CON.html,
"Fri, Sep 16, 2016",Indiana Fever,82,75,Box Score,Minnesota Lynx,/wnba/boxscores/201609160IND.html,
"Fri, Sep 16, 2016",Los Angeles Sparks,65,71,Box Score,San Antonio Silver Stars,/wnba/boxscores/201609160LAS.html,
"Sat, Sep 17, 2016",Minnesota Lynx,87,95,Box Score,Atlanta Dream,/wnba/boxscores/201609170MIN.html,
"Sun, Sep 18, 2016",Indiana Fever,60,83,Box Score,Dallas Wings,/wnba/boxscores/201609180IND.html,
"Sun, Sep 18, 2016",San Antonio Silver Stars,81,65,Box Score,Phoenix Mercury,/wnba/boxscores/201609180SAS.html,
"Sun, Sep 18, 2016",Seattle Storm,75,88,Box Score,Chicago Sky,/wnba/boxscores/201609180SEA.html,
"Sun, Sep 18, 2016",Washington Mystics,87,78,Box Score,Connecticut Sun,/wnba/boxscores/201609180WAS.html,
"Wed, Sep 21, 2016",Atlanta Dream,85,94,Box Score,Seattle Storm,/wnba/boxscores/201609210ATL.html,
"Wed, Sep 21, 2016",Indiana Fever,89,78,Box Score,Phoenix Mercury,/wnba/boxscores/201609210IND.html,
"Sat, Sep 24, 2016",New York Liberty,101,94,Box Score,Phoenix Mercury,/wnba/boxscores/201609240NYL.html,
"Sun, Sep 25, 2016",Chicago Sky,98,108,Box Score,Atlanta Dream,/wnba/boxscores/201609250CHI.html,
"Wed, Sep 28, 2016",Los Angeles Sparks,75,95,Box Score,Chicago Sky,/wnba/boxscores/201609280LAS.html,
"Wed, Sep 28, 2016",Minnesota Lynx,95,113,Box Score,Phoenix Mercury,/wnba/boxscores/201609280MIN.html,
"Fri, Sep 30, 2016",Los Angeles Sparks,84,99,Box Score,Chicago Sky,/wnba/boxscores/201609300LAS.html,
"Fri, Sep 30, 2016",Minnesota Lynx,86,96,Box Score,Phoenix Mercury,/wnba/boxscores/201609300MIN.html,
"Sun, Oct 2, 2016",Chicago Sky,66,70,Box Score,Los Angeles Sparks,/wnba/boxscores/201610020CHI.html,
"Sun, Oct 2, 2016",Phoenix Mercury,82,67,Box Score,Minnesota Lynx,/wnba/boxscores/201610020PHO.html,
"Tue, Oct 4, 2016",Chicago Sky,95,75,Box Score,Los Angeles Sparks,/wnba/boxscores/201610040CHI.html,
"Sun, Oct 9, 2016",Minnesota Lynx,78,76,Box Score,Los Angeles Sparks,/wnba/boxscores/201610090MIN.html,
"Tue, Oct 11, 2016",Minnesota Lynx,60,79,Box Score,Los Angeles Sparks,/wnba/boxscores/201610110MIN.html,
"Fri, Oct 14, 2016",Los Angeles Sparks,75,92,Box Score,Minnesota Lynx,/wnba/boxscores/201610140LAS.html,
"Sun, Oct 16, 2016",Los Angeles Sparks,85,79,Box Score,Minnesota Lynx,/wnba/boxscores/201610160LAS.html,
"Thu, Oct 20, 2016",Minnesota Lynx,77,76,Box Score,Los Angeles Sparks,/wnba/boxscores/201610200MIN.html,
"Sat, May 13, 2017",Connecticut Sun,81,74,Box Score,Atlanta Dream,/wnba/boxscores/201705130CON.html,
"Sat, May 13, 2017",Los Angeles Sparks,68,78,Box Score,Seattle Storm,/wnba/boxscores/201705130LAS.html,
"Sat, May 13, 2017",New York Liberty,64,73,Box Score,San Antonio Silver Stars,/wnba/boxscores/201705130NYL.html,
"Sun, May 14, 2017",Minnesota Lynx,61,70,Box Score,Chicago Sky,/wnba/boxscores/201705140MIN.html,
"Sun, May 14, 2017",Phoenix Mercury,68,58,Box Score,Dallas Wings,/wnba/boxscores/201705140PHO.html,
"Sun, May 14, 2017",Seattle Storm,82,87,Box Score,Indiana Fever,/wnba/boxscores/201705140SEA.html,
"Sun, May 14, 2017",Washington Mystics,74,89,Box Score,San Antonio Silver Stars,/wnba/boxscores/201705140WAS.html,
"Wed, May 17, 2017",Phoenix Mercury,62,85,Box Score,Indiana Fever,/wnba/boxscores/201705170PHO.html,
"Thu, May 18, 2017",New York Liberty,90,71,Box Score,Minnesota Lynx,/wnba/boxscores/201705180NYL.html,
"Fri, May 19, 2017",Chicago Sky,91,83,Box Score,Atlanta Dream,/wnba/boxscores/201705190CHI.html,
"Fri, May 19, 2017",Los Angeles Sparks,89,99,Box Score,Washington Mystics,/wnba/boxscores/201705190LAS.html,
"Fri, May 19, 2017",San Antonio Silver Stars,78,72,Box Score,Phoenix Mercury,/wnba/boxscores/201705190SAS.html,
"Sat, May 20, 2017",Dallas Wings,89,87,Box Score,Minnesota Lynx,/wnba/boxscores/201705200DAL.html,
"Sat, May 20, 2017",Indiana Fever,79,81,Box Score,Connecticut Sun,/wnba/boxscores/201705200IND.html,
"Sun, May 21, 2017",Atlanta Dream,75,71,Box Score,Chicago Sky,/wnba/boxscores/201705210ATL.html,
"Sun, May 21, 2017",Seattle Storm,71,81,Box Score,Washington Mystics,/wnba/boxscores/201705210SEA.html,
"Tue, May 23, 2017",Minnesota Lynx,78,80,Box Score,Connecticut Sun,/wnba/boxscores/201705230MIN.html,
"Tue, May 23, 2017",Phoenix Mercury,69,67,Box Score,New York Liberty,/wnba/boxscores/201705230PHO.html,
"Wed, May 24, 2017",Chicago Sky,82,67,Box Score,Washington Mystics,/wnba/boxscores/201705240CHI.html,
"Wed, May 24, 2017",Indiana Fever,90,93,Box Score,Los Angeles Sparks,/wnba/boxscores/201705240IND.html,
"Thu, May 25, 2017",San Antonio Silver Stars,94,82,Box Score,Dallas Wings,/wnba/boxscores/201705250SAS.html,
"Fri, May 26, 2017",Connecticut Sun,82,68,Box Score,Minnesota Lynx,/wnba/boxscores/201705260CON.html,
"Fri, May 26, 2017",Seattle Storm,81,87,Box Score,New York Liberty,/wnba/boxscores/201705260SEA.html,
"Fri, May 26, 2017",Washington Mystics,79,88,Box Score,Chicago Sky,/wnba/boxscores/201705260WAS.html,
"Sat, May 27, 2017",Atlanta Dream,73,75,Box Score,Los Angeles Sparks,/wnba/boxscores/201705270ATL.html,
"Sat, May 27, 2017",Phoenix Mercury,65,107,Box Score,Dallas Wings,/wnba/boxscores/201705270PHO.html,
"Sun, May 28, 2017",Chicago Sky,97,79,Box Score,Connecticut Sun,/wnba/boxscores/201705280CHI.html,
"Sun, May 28, 2017",Minnesota Lynx,66,80,Box Score,San Antonio Silver Stars,/wnba/boxscores/201705280MIN.html,
"Sun, May 28, 2017",Seattle Storm,70,94,Box Score,Indiana Fever,/wnba/boxscores/201705280SEA.html,
"Tue, May 30, 2017",Dallas Wings,62,89,Box Score,Indiana Fever,/wnba/boxscores/201705300DAL.html,
"Tue, May 30, 2017",New York Liberty,90,75,Box Score,Los Angeles Sparks,/wnba/boxscores/201705300NYL.html,
"Wed, May 31, 2017",Atlanta Dream,70,77,Box Score,San Antonio Silver Stars,/wnba/boxscores/201705310ATL.html,
"Wed, May 31, 2017",Washington Mystics,76,78,Box Score,Connecticut Sun,/wnba/boxscores/201705310WAS.html,
"Thu, Jun 1, 2017",Chicago Sky,99,91,Box Score,Phoenix Mercury,/wnba/boxscores/201706010CHI.html,
"Fri, Jun 2, 2017",New York Liberty,89,93,Box Score,Dallas Wings,/wnba/boxscores/201706020NYL.html,
"Sat, Jun 3, 2017",Indiana Fever,85,91,Box Score,Dallas Wings,/wnba/boxscores/201706030IND.html,
"Sat, Jun 3, 2017",San Antonio Silver Stars,85,77,Box Score,Connecticut Sun,/wnba/boxscores/201706030SAS.html,
"Sat, Jun 3, 2017",Seattle Storm,100,77,Box Score,Minnesota Lynx,/wnba/boxscores/201706030SEA.html,
"Sun, Jun 4, 2017",New York Liberty,72,88,Box Score,Phoenix Mercury,/wnba/boxscores/201706040NYL.html,
"Sun, Jun 4, 2017",Washington Mystics,72,78,Box Score,Atlanta Dream,/wnba/boxscores/201706040WAS.html,
"Tue, Jun 6, 2017",Dallas Wings,101,89,Box Score,Washington Mystics,/wnba/boxscores/201706060DAL.html,
"Tue, Jun 6, 2017",Los Angeles Sparks,70,79,Box Score,Chicago Sky,/wnba/boxscores/201706060LAS.html,
"Tue, Jun 6, 2017",San Antonio Silver Stars,85,76,Box Score,Seattle Storm,/wnba/boxscores/201706060SAS.html,
"Wed, Jun 7, 2017",Indiana Fever,98,90,Box Score,Phoenix Mercury,/wnba/boxscores/201706070IND.html,
"Wed, Jun 7, 2017",New York Liberty,61,76,Box Score,Atlanta Dream,/wnba/boxscores/201706070NYL.html,
"Fri, Jun 9, 2017",Dallas Wings,90,96,Box Score,Los Angeles Sparks,/wnba/boxscores/201706090DAL.html,
"Fri, Jun 9, 2017",Indiana Fever,80,83,Box Score,Seattle Storm,/wnba/boxscores/201706090IND.html,
"Fri, Jun 9, 2017",Washington Mystics,98,73,Box Score,Minnesota Lynx,/wnba/boxscores/201706090WAS.html,
"Sat, Jun 10, 2017",Connecticut Sun,71,104,Box Score,Atlanta Dream,/wnba/boxscores/201706100CON.html,
"Sat, Jun 10, 2017",Phoenix Mercury,89,87,Box Score,Los Angeles Sparks,/wnba/boxscores/201706100PHO.html,
"Sat, Jun 10, 2017",San Antonio Silver Stars,85,81,Box Score,Chicago Sky,/wnba/boxscores/201706100SAS.html,
"Sun, Jun 11, 2017",Dallas Wings,91,74,Box Score,Minnesota Lynx,/wnba/boxscores/201706110DAL.html,
"Sun, Jun 11, 2017",New York Liberty,86,94,Box Score,Seattle Storm,/wnba/boxscores/201706110NYL.html,
"Sun, Jun 11, 2017",Washington Mystics,70,88,Box Score,Indiana Fever,/wnba/boxscores/201706110WAS.html,
"Tue, Jun 13, 2017",Los Angeles Sparks,87,97,Box Score,Dallas Wings,/wnba/boxscores/201706130LAS.html,
"Tue, Jun 13, 2017",Seattle Storm,91,86,Box Score,Atlanta Dream,/wnba/boxscores/201706130SEA.html,
"Wed, Jun 14, 2017",Connecticut Sun,76,96,Box Score,New York Liberty,/wnba/boxscores/201706140CON.html,
"Thu, Jun 15, 2017",Indiana Fever,74,85,Box Score,Atlanta Dream,/wnba/boxscores/201706150IND.html,
"Thu, Jun 15, 2017",Los Angeles Sparks,75,80,Box Score,San Antonio Silver Stars,/wnba/boxscores/201706150LAS.html,
"Fri, Jun 16, 2017",Dallas Wings,102,93,Box Score,New York Liberty,/wnba/boxscores/201706160DAL.html,
"Fri, Jun 16, 2017",Phoenix Mercury,78,86,Box Score,Chicago Sky,/wnba/boxscores/201706160PHO.html,
"Sat, Jun 17, 2017",Minnesota Lynx,98,93,Box Score,Connecticut Sun,/wnba/boxscores/201706170MIN.html,
"Sun, Jun 18, 2017",Chicago Sky,91,79,Box Score,Indiana Fever,/wnba/boxscores/201706180CHI.html,
"Sun, Jun 18, 2017",Los Angeles Sparks,59,90,Box Score,Phoenix Mercury,/wnba/boxscores/201706180LAS.html,
"Sun, Jun 18, 2017",Seattle Storm,57,75,Box Score,San Antonio Silver Stars,/wnba/boxscores/201706180SEA.html,
"Sun, Jun 18, 2017",Washington Mystics,87,83,Box Score,Dallas Wings,/wnba/boxscores/201706180WAS.html,
"Wed, Jun 21, 2017",Dallas Wings,78,81,Box Score,San Antonio Silver Stars,/wnba/boxscores/201706210DAL.html,
"Fri, Jun 23, 2017",Atlanta Dream,82,78,Box Score,Chicago Sky,/wnba/boxscores/201706230ATL.html,
"Fri, Jun 23, 2017",Minnesota Lynx,76,93,Box Score,Washington Mystics,/wnba/boxscores/201706230MIN.html,
"Fri, Jun 23, 2017",New York Liberty,94,89,Box Score,Connecticut Sun,/wnba/boxscores/201706230NYL.html,
"Fri, Jun 23, 2017",San Antonio Silver Stars,81,69,Box Score,Dallas Wings,/wnba/boxscores/201706230SAS.html,
"Fri, Jun 23, 2017",Seattle Storm,85,82,Box Score,Phoenix Mercury,/wnba/boxscores/201706230SEA.html,
"Sat, Jun 24, 2017",Indiana Fever,84,73,Box Score,Los Angeles Sparks,/wnba/boxscores/201706240IND.html,
"Sun, Jun 25, 2017",Chicago Sky,97,63,Box Score,Washington Mystics,/wnba/boxscores/201706250CHI.html,
"Sun, Jun 25, 2017",Dallas Wings,82,96,Box Score,Connecticut Sun,/wnba/boxscores/201706250DAL.html,
"Sun, Jun 25, 2017",Minnesota Lynx,78,87,Box Score,San Antonio Silver Stars,/wnba/boxscores/201706250MIN.html,
"Tue, Jun 27, 2017",Connecticut Sun,87,79,Box Score,Los Angeles Sparks,/wnba/boxscores/201706270CON.html,
"Tue, Jun 27, 2017",Washington Mystics,70,100,Box Score,Seattle Storm,/wnba/boxscores/201706270WAS.html,
"Wed, Jun 28, 2017",Chicago Sky,82,75,Box Score,Indiana Fever,/wnba/boxscores/201706280CHI.html,
"Thu, Jun 29, 2017",Connecticut Sun,89,96,Box Score,Seattle Storm,/wnba/boxscores/201706290CON.html,
"Thu, Jun 29, 2017",Washington Mystics,54,67,Box Score,New York Liberty,/wnba/boxscores/201706290WAS.html,
"Fri, Jun 30, 2017",Atlanta Dream,85,76,Box Score,Los Angeles Sparks,/wnba/boxscores/201706300ATL.html,
"Fri, Jun 30, 2017",Phoenix Mercury,91,83,Box Score,Minnesota Lynx,/wnba/boxscores/201706300PHO.html,
