,date,team1,team1_odds,team1_score,team2,team2_odds,team2_score
1163,2014-08-10,Chicago Sky,-227,80,Atlanta Dream,190,69
1164,2014-08-10,Las Vegas Aces,120,82,Los Angeles Sparks,-143,76
1165,2014-08-10,Connecticut Sun,129,89,Washington Mystics,-152,81
1166,2014-08-10,New York Liberty,-114,76,Indiana Fever,-106,90
1167,2014-08-10,Phoenix Mercury,-222,82,Minnesota Lynx,184,80
1168,2014-08-09,Los Angeles Sparks,-161,80,Atlanta Dream,137,77
1169,2014-08-09,Dallas Wings,-185,79,Las Vegas Aces,156,62
1170,2014-08-09,New York Liberty,-185,71,Connecticut Sun,154,66
1171,2014-08-09,Indiana Fever,-208,61,Washington Mystics,172,74
1172,2014-08-08,Seattle Storm,202,88,Atlanta Dream,-250,68
1173,2014-08-08,Las Vegas Aces,334,73,Phoenix Mercury,-435,78
1174,2014-08-08,Minnesota Lynx,-435,74,Chicago Sky,334,64
1175,2014-08-06,Los Angeles Sparks,-312,90,Dallas Wings,249,96
1176,2014-08-06,Phoenix Mercury,-500,75,Atlanta Dream,384,67
1177,2014-08-06,Connecticut Sun,149,66,Chicago Sky,-175,82
1178,2014-08-06,Indiana Fever,168,64,Minnesota Lynx,-200,66
1179,2014-08-06,Washington Mystics,-161,79,New York Liberty,138,46
1180,2014-08-04,Seattle Storm,-106,71,Las Vegas Aces,-112,65
1181,2014-08-03,Chicago Sky,-189,76,Washington Mystics,156,65
1182,2014-08-03,Los Angeles Sparks,-370,70,Connecticut Sun,290,69
1183,2014-08-03,Atlanta Dream,-400,76,New York Liberty,305,83
1184,2014-08-03,Phoenix Mercury,-667,79,Indiana Fever,484,69
1185,2014-08-03,Dallas Wings,244,75,Minnesota Lynx,-303,84
1186,2014-08-02,Las Vegas Aces,-227,79,Connecticut Sun,185,89
1187,2014-08-01,Seattle Storm,125,67,Indiana Fever,-149,76
1188,2014-08-01,Chicago Sky,-159,87,New York Liberty,135,74
1189,2014-08-01,Dallas Wings,129,75,Atlanta Dream,-152,85
1190,2014-08-01,Minnesota Lynx,-128,75,Phoenix Mercury,106,67
1191,2014-07-30,Phoenix Mercury,-769,90,Los Angeles Sparks,533,69
1192,2014-07-30,Dallas Wings,-208,80,Seattle Storm,171,74
1193,2014-07-30,Las Vegas Aces,-182,92,Chicago Sky,152,74
1194,2014-07-30,New York Liberty,-152,80,Washington Mystics,129,76
1195,2014-07-29,Atlanta Dream,-500,89,Connecticut Sun,380,80
1196,2014-07-29,Los Angeles Sparks,-233,77,Indiana Fever,191,73
1197,2014-07-27,Dallas Wings,-125,79,Chicago Sky,104,69
1198,2014-07-27,Washington Mystics,129,77,Atlanta Dream,-152,67
1199,2014-07-27,Connecticut Sun,202,65,Minnesota Lynx,-250,76
1200,2014-07-27,Phoenix Mercury,-833,78,New York Liberty,564,63
1201,2014-07-27,Las Vegas Aces,-119,68,Indiana Fever,-101,75
1202,2014-07-26,Seattle Storm,169,69,Los Angeles Sparks,-204,77
1203,2014-07-26,Minnesota Lynx,-455,88,Las Vegas Aces,347,78
1204,2014-07-26,Atlanta Dream,-476,75,Chicago Sky,359,79
1205,2014-07-26,Washington Mystics,-213,82,Dallas Wings,175,77
1206,2014-07-25,Los Angeles Sparks,181,73,Phoenix Mercury,-222,93
1207,2014-07-25,Seattle Storm,-185,80,New York Liberty,156,84
1208,2014-07-24,Los Angeles Sparks,-357,64,New York Liberty,287,66
1209,2014-07-23,Washington Mystics,-192,89,Connecticut Sun,161,75
1210,2014-07-23,Seattle Storm,246,71,Phoenix Mercury,-303,89
1211,2014-07-23,Chicago Sky,127,60,Indiana Fever,-152,57
1212,2014-07-23,Las Vegas Aces,-175,95,Dallas Wings,148,93
1213,2014-07-23,Minnesota Lynx,-227,112,Atlanta Dream,190,108
1214,2014-07-19,West,-179,124,East,162,125
1215,2014-07-18,Los Angeles Sparks,-323,75,Washington Mystics,257,79
1216,2014-07-18,Phoenix Mercury,-769,101,Connecticut Sun,513,85
1217,2014-07-18,Indiana Fever,-213,82,Chicago Sky,175,64
1218,2014-07-17,Dallas Wings,-127,95,Las Vegas Aces,106,90
1219,2014-07-16,Minnesota Lynx,-435,93,Dallas Wings,340,82
1220,2014-07-16,New York Liberty,189,77,Atlanta Dream,-233,75
1221,2014-07-16,Phoenix Mercury,-625,90,Washington Mystics,463,78
1222,2014-07-16,Indiana Fever,114,78,Los Angeles Sparks,-135,86
1223,2014-07-15,Seattle Storm,-175,63,Connecticut Sun,148,86
1224,2014-07-13,Atlanta Dream,-345,81,Chicago Sky,274,79
1225,2014-07-13,Phoenix Mercury,-417,90,Las Vegas Aces,332,61
1226,2014-07-13,Minnesota Lynx,-417,77,Seattle Storm,318,60
1227,2014-07-13,Connecticut Sun,150,64,Los Angeles Sparks,-179,90
1228,2014-07-13,Dallas Wings,-156,74,Washington Mystics,131,91
1229,2014-07-13,Indiana Fever,106,74,Atlanta Dream,-127,93
1230,2014-07-12,Chicago Sky,199,66,Phoenix Mercury,-244,72
1231,2014-07-12,Las Vegas Aces,-222,67,Seattle Storm,183,88
1232,2014-07-12,New York Liberty,152,54,Los Angeles Sparks,-179,68
1233,2014-07-11,Dallas Wings,135,85,Minnesota Lynx,-161,91
1234,2014-07-10,Indiana Fever,-244,72,Connecticut Sun,199,68
1235,2014-07-10,Las Vegas Aces,-172,80,New York Liberty,146,66
1236,2014-07-09,Phoenix Mercury,-556,78,Seattle Storm,417,58
1237,2014-07-09,Chicago Sky,-164,65,Washington Mystics,138,72
1238,2014-07-09,Minnesota Lynx,-175,83,Los Angeles Sparks,146,72
1239,2014-07-09,Dallas Wings,-120,76,Indiana Fever,100,78
1240,2014-07-09,Atlanta Dream,-500,83,Connecticut Sun,379,71
1241,2014-07-06,Los Angeles Sparks,104,89,Phoenix Mercury,-123,94
1242,2014-07-06,New York Liberty,158,87,Minnesota Lynx,-189,80
1243,2014-07-06,Seattle Storm,-139,80,Chicago Sky,117,73
1244,2014-07-06,Dallas Wings,-156,76,Connecticut Sun,133,78
1245,2014-07-06,Atlanta Dream,-500,86,Washington Mystics,372,73
1246,2014-07-05,Indiana Fever,-179,70,Las Vegas Aces,150,71
1247,2014-07-04,Seattle Storm,112,56,Los Angeles Sparks,-133,70
1248,2014-07-04,Minnesota Lynx,-385,91,Las Vegas Aces,307,84
1249,2014-07-04,Connecticut Sun,-196,83,Dallas Wings,164,96
1250,2014-07-03,Phoenix Mercury,-526,87,Chicago Sky,404,69
1251,2014-07-03,Washington Mystics,-179,77,Indiana Fever,150,80
1252,2014-07-02,Los Angeles Sparks,-294,83,Chicago Sky,240,90
1253,2014-07-02,Atlanta Dream,-345,70,Indiana Fever,280,77
1254,2014-07-02,Connecticut Sun,-179,71,Las Vegas Aces,150,74
1255,2014-07-02,New York Liberty,-145,90,Dallas Wings,121,74
1256,2014-06-30,Minnesota Lynx,-455,74,Seattle Storm,351,69
1257,2014-06-29,Indiana Fever,125,68,Atlanta Dream,-149,76
1258,2014-06-29,Dallas Wings,177,77,Phoenix Mercury,-208,80
1259,2014-06-29,Washington Mystics,-141,65,Las Vegas Aces,118,73
1260,2014-06-29,New York Liberty,-145,67,Connecticut Sun,123,65
1261,2014-06-28,Dallas Wings,-112,89,Los Angeles Sparks,-105,92
1262,2014-06-28,Seattle Storm,221,81,Minnesota Lynx,-270,71
1263,2014-06-28,New York Liberty,112,69,Chicago Sky,-133,73
1264,2014-06-28,Indiana Fever,192,76,Phoenix Mercury,-238,81
1265,2014-06-28,Washington Mystics,-167,69,Connecticut Sun,140,63
1266,2014-06-27,Las Vegas Aces,131,79,Atlanta Dream,-156,81
1267,2014-06-26,Connecticut Sun,-115,79,Chicago Sky,-104,69
1268,2014-06-26,Indiana Fever,-200,102,Dallas Wings,167,107
1269,2014-06-24,Los Angeles Sparks,-323,65,Seattle Storm,260,57
1270,2014-06-24,Las Vegas Aces,-270,70,Washington Mystics,219,81
1271,2014-06-23,Seattle Storm,-179,89,Washington Mystics,152,86
1272,2014-06-23,Minnesota Lynx,-588,83,Indiana Fever,430,77
1273,2014-06-22,Los Angeles Sparks,-286,69,Las Vegas Aces,229,72
1274,2014-06-22,New York Liberty,170,85,Atlanta Dream,-204,78
1275,2014-06-22,Chicago Sky,-143,99,Dallas Wings,121,105
1276,2014-06-21,Phoenix Mercury,-714,91,Dallas Wings,523,80
1277,2014-06-21,Chicago Sky,-161,75,Indiana Fever,136,83
1278,2014-06-21,Minnesota Lynx,-417,75,Washington Mystics,320,65
1279,2014-06-21,Atlanta Dream,-500,85,New York Liberty,376,64
1280,2014-06-20,Los Angeles Sparks,-303,87,Dallas Wings,242,77
1281,2014-06-20,Seattle Storm,-154,82,Las Vegas Aces,129,87
1282,2014-06-19,Phoenix Mercury,-175,92,Minnesota Lynx,150,79
1283,2014-06-18,Chicago Sky,-128,105,New York Liberty,108,100
1284,2014-06-18,Atlanta Dream,-385,83,Washington Mystics,295,73
1285,2014-06-18,Los Angeles Sparks,106,77,Minnesota Lynx,-127,94
1286,2014-06-18,Connecticut Sun,-169,89,Indiana Fever,142,67
1287,2014-06-15,Dallas Wings,-294,85,Seattle Storm,236,79
1288,2014-06-15,Washington Mystics,137,67,Atlanta Dream,-161,75
1289,2014-06-15,Connecticut Sun,-106,76,New York Liberty,-112,72
1290,2014-06-15,Minnesota Lynx,-238,72,Phoenix Mercury,195,80
1291,2014-06-15,Las Vegas Aces,120,101,Los Angeles Sparks,-143,74
1292,2014-06-14,Dallas Wings,154,69,Los Angeles Sparks,-182,67
1293,2014-06-14,Las Vegas Aces,-270,72,Seattle Storm,221,79
1294,2014-06-14,Atlanta Dream,-123,85,Minnesota Lynx,104,82
1295,2014-06-14,New York Liberty,-263,75,Connecticut Sun,216,83
1296,2014-06-14,Washington Mystics,-312,79,Chicago Sky,250,68
1297,2014-06-13,Connecticut Sun,231,96,Phoenix Mercury,-286,95
1298,2014-06-12,Indiana Fever,-286,76,Seattle Storm,233,68
1299,2014-06-11,Chicago Sky,-156,76,Seattle Storm,142,80
1300,2014-06-11,Washington Mystics,168,66,Phoenix Mercury,-200,81
1301,2014-06-10,Dallas Wings,-169,72,New York Liberty,145,57
1302,2014-06-08,Los Angeles Sparks,-167,72,Minnesota Lynx,143,85
1303,2014-06-08,New York Liberty,-196,81,Washington Mystics,164,64
1304,2014-06-08,Las Vegas Aces,121,79,Phoenix Mercury,-143,91
1305,2014-06-08,Atlanta Dream,-244,97,Chicago Sky,204,59
1306,2014-06-08,Connecticut Sun,-182,88,Indiana Fever,156,71
1307,2014-06-07,Seattle Storm,231,65,Minnesota Lynx,-286,62
1308,2014-06-07,Chicago Sky,-161,88,Los Angeles Sparks,139,102
1309,2014-06-07,Dallas Wings,199,94,Phoenix Mercury,-244,78
1310,2014-06-07,Washington Mystics,-169,61,Indiana Fever,147,64
1311,2014-06-06,Connecticut Sun,106,66,Washington Mystics,-125,74
1312,2014-06-06,New York Liberty,-152,75,Las Vegas Aces,129,87
1313,2014-06-04,Phoenix Mercury,-667,87,Seattle Storm,508,72
1314,2014-06-04,Atlanta Dream,127,93,Los Angeles Sparks,-149,85
1315,2014-06-02,Seattle Storm,-161,62,Dallas Wings,139,60
1316,2014-06-01,Las Vegas Aces,136,79,Minnesota Lynx,-159,87
1317,2014-06-01,Washington Mystics,181,92,Los Angeles Sparks,-217,84
1318,2014-06-01,Connecticut Sun,154,85,Atlanta Dream,-182,76
1319,2014-06-01,Indiana Fever,-156,70,New York Liberty,134,66
1320,2014-05-31,Phoenix Mercury,-476,100,Dallas Wings,359,78
1321,2014-05-31,Chicago Sky,-435,101,Connecticut Sun,332,82
1322,2014-05-31,Minnesota Lynx,-417,88,Las Vegas Aces,323,72
1323,2014-05-31,Atlanta Dream,-370,80,Seattle Storm,292,69
1324,2014-05-31,Washington Mystics,-167,68,New York Liberty,143,60
1325,2014-05-30,Indiana Fever,-208,79,Connecticut Sun,173,65
1326,2014-05-29,Las Vegas Aces,-222,82,Dallas Wings,183,79
1327,2014-05-28,New York Liberty,-250,70,Seattle Storm,204,64
1328,2014-05-26,Chicago Sky,-114,72,Minnesota Lynx,-104,75
1329,2014-05-25,Atlanta Dream,-417,77,Indiana Fever,301,82
1330,2014-05-25,Los Angeles Sparks,-455,83,Las Vegas Aces,354,62
1331,2014-05-25,Chicago Sky,-128,87,Atlanta Dream,110,73
1332,2014-05-25,Minnesota Lynx,-385,87,New York Liberty,304,82
1333,2014-05-25,Washington Mystics,-233,65,Seattle Storm,195,73
1334,2014-05-24,Phoenix Mercury,-556,74,Las Vegas Aces,408,78
1335,2014-05-24,Dallas Wings,254,93,Minnesota Lynx,-323,94
1336,2014-05-24,Connecticut Sun,-137,71,Seattle Storm,116,59
1337,2014-05-24,Indiana Fever,-167,63,Washington Mystics,142,79
1338,2014-05-21,Chicago Sky,-238,78,Connecticut Sun,194,68
1339,2014-05-19,Los Angeles Sparks,-250,69,Phoenix Mercury,206,74
1340,2014-05-18,Minnesota Lynx,-1250,90,Connecticut Sun,786,87
1341,2014-05-18,Phoenix Mercury,-556,81,Seattle Storm,408,64
1342,2014-05-18,Las Vegas Aces,-303,80,Dallas Wings,248,76
1343,2014-05-18,New York Liberty,-250,65,Chicago Sky,209,79
1344,2014-05-18,Indiana Fever,127,88,Atlanta Dream,-149,90
1345,2014-05-17,Seattle Storm,167,69,Los Angeles Sparks,-196,80
1346,2014-05-17,Chicago Sky,100,74,Indiana Fever,-114,71
1347,2014-05-17,Atlanta Dream,-455,79,Las Vegas Aces,348,75
1348,2014-05-17,Connecticut Sun,-185,54,New York Liberty,156,75
1349,2014-05-17,Washington Mystics,212,77,Minnesota Lynx,-256,89
1350,2015-10-15,Minnesota Lynx,-238,69,Indiana Fever,195,52
1351,2015-10-12,Indiana Fever,-135,75,Minnesota Lynx,114,69
1352,2015-10-10,Indiana Fever,-154,77,Minnesota Lynx,131,80
1353,2015-10-07,Minnesota Lynx,-270,77,Indiana Fever,223,71
1354,2015-10-04,Minnesota Lynx,-286,69,Indiana Fever,231,75
1355,2015-09-30,New York Liberty,-169,51,Indiana Fever,143,66
1356,2015-09-27,Phoenix Mercury,-135,71,Minnesota Lynx,112,72
1357,2015-09-27,Indiana Fever,-175,70,New York Liberty,148,64
1358,2015-09-25,Minnesota Lynx,-244,67,Phoenix Mercury,200,60
1359,2015-09-24,New York Liberty,-132,84,Indiana Fever,110,67
1360,2015-09-23,Minnesota Lynx,-222,91,Los Angeles Sparks,181,80
1361,2015-09-23,New York Liberty,-263,79,Washington Mystics,216,74
1362,2015-09-22,Chicago Sky,-213,89,Indiana Fever,175,100
1363,2015-09-20,Los Angeles Sparks,-149,81,Minnesota Lynx,127,71
1364,2015-09-20,Washington Mystics,106,68,New York Liberty,-127,86
1365,2015-09-20,Dallas Wings,149,67,Phoenix Mercury,-175,91
1366,2015-09-20,Indiana Fever,-161,89,Chicago Sky,137,82
1367,2015-09-19,Minnesota Lynx,-250,67,Los Angeles Sparks,204,65
1368,2015-09-19,New York Liberty,-244,83,Washington Mystics,199,86
1369,2015-09-18,Phoenix Mercury,-345,88,Dallas Wings,273,55
1370,2015-09-18,Chicago Sky,-233,77,Indiana Fever,188,72
1371,2015-09-14,Seattle Storm,-357,58,Las Vegas Aces,277,59
1372,2015-09-13,Indiana Fever,-222,81,New York Liberty,184,76
1373,2015-09-13,Dallas Wings,-135,91,Phoenix Mercury,112,87
1374,2015-09-13,Washington Mystics,-185,71,Atlanta Dream,156,73
1375,2015-09-13,Connecticut Sun,150,86,Chicago Sky,-179,75
1376,2015-09-12,Phoenix Mercury,-217,70,Los Angeles Sparks,177,65
1377,2015-09-12,Seattle Storm,156,78,Minnesota Lynx,-185,64
1378,2015-09-12,Chicago Sky,-250,92,Dallas Wings,204,71
1379,2015-09-12,Atlanta Dream,-204,67,Indiana Fever,169,75
1380,2015-09-12,New York Liberty,-175,55,Washington Mystics,149,82
1381,2015-09-10,Atlanta Dream,-156,90,Los Angeles Sparks,137,60
1382,2015-09-10,New York Liberty,-909,74,Connecticut Sun,595,64
1383,2015-09-09,Dallas Wings,-526,74,Las Vegas Aces,398,64
1384,2015-09-09,Minnesota Lynx,-833,73,Seattle Storm,557,67
1385,2015-09-09,Washington Mystics,-137,76,Indiana Fever,114,72
1386,2015-09-07,Minnesota Lynx,-143,71,New York Liberty,120,75
1387,2015-09-06,Chicago Sky,-556,93,Seattle Storm,401,65
1388,2015-09-06,Los Angeles Sparks,-345,92,Dallas Wings,274,73
1389,2015-09-06,Atlanta Dream,-145,73,Washington Mystics,122,67
1390,2015-09-06,Las Vegas Aces,276,52,Phoenix Mercury,-345,82
1391,2015-09-05,Las Vegas Aces,-185,72,Connecticut Sun,156,73
1392,2015-09-05,Minnesota Lynx,-175,81,Indiana Fever,150,65
1393,2015-09-04,Los Angeles Sparks,-294,93,Washington Mystics,237,91
1394,2015-09-04,Seattle Storm,-159,67,Dallas Wings,133,85
1395,2015-09-04,New York Liberty,-270,60,Chicago Sky,218,82
1396,2015-09-02,Phoenix Mercury,-182,73,Washington Mystics,154,53
1397,2015-09-02,Indiana Fever,-556,81,Connecticut Sun,412,51
1398,2015-09-02,New York Liberty,-500,80,Atlanta Dream,372,75
1399,2015-08-31,Seattle Storm,163,69,Washington Mystics,-196,59
1400,2015-08-31,Chicago Sky,-500,68,Connecticut Sun,380,72
1401,2015-08-31,Los Angeles Sparks,-769,60,Las Vegas Aces,539,52
1402,2015-08-31,Minnesota Lynx,-323,71,Phoenix Mercury,258,61
1403,2015-08-30,Dallas Wings,-122,76,Indiana Fever,102,70
1404,2015-08-30,Atlanta Dream,133,96,Chicago Sky,-156,98
1405,2015-08-30,Connecticut Sun,257,66,New York Liberty,-323,80
1406,2015-08-29,Seattle Storm,-175,83,Las Vegas Aces,149,69
1407,2015-08-29,Dallas Wings,104,76,Los Angeles Sparks,-123,66
1408,2015-08-29,New York Liberty,-154,81,Minnesota Lynx,129,68
1409,2015-08-29,Indiana Fever,-370,84,Atlanta Dream,287,90
1410,2015-08-29,Washington Mystics,-185,71,Phoenix Mercury,156,63
1411,2015-08-28,Connecticut Sun,275,80,Phoenix Mercury,-345,81
1412,2015-08-27,Indiana Fever,-172,79,Los Angeles Sparks,147,81
1413,2015-08-25,Atlanta Dream,-357,71,Connecticut Sun,282,57
1414,2015-08-23,Connecticut Sun,121,92,Atlanta Dream,-143,102
1415,2015-08-23,Indiana Fever,-130,80,New York Liberty,108,79
1416,2015-08-23,Phoenix Mercury,-108,79,Minnesota Lynx,-111,67
1417,2015-08-23,Las Vegas Aces,200,59,Los Angeles Sparks,-244,90
1418,2015-08-23,Washington Mystics,-143,64,Chicago Sky,120,66
1419,2015-08-22,Phoenix Mercury,-217,68,Los Angeles Sparks,177,78
1420,2015-08-22,Seattle Storm,206,63,Indiana Fever,-250,75
1421,2015-08-22,Chicago Sky,-227,87,Washington Mystics,185,85
1422,2015-08-22,Dallas Wings,-238,84,Connecticut Sun,196,76
1423,2015-08-22,Las Vegas Aces,294,61,Minnesota Lynx,-370,78
1424,2015-08-22,New York Liberty,-588,78,Atlanta Dream,424,67
1425,2015-08-20,Las Vegas Aces,231,45,New York Liberty,-286,73
1426,2015-08-20,Minnesota Lynx,-556,61,Washington Mystics,412,79
1427,2015-08-19,Los Angeles Sparks,-208,68,Indiana Fever,175,79
1428,2015-08-19,Dallas Wings,160,74,Phoenix Mercury,-192,59
1429,2015-08-17,Seattle Storm,-137,72,Las Vegas Aces,114,63
1430,2015-08-17,Phoenix Mercury,-256,63,Indiana Fever,210,75
1431,2015-08-16,Los Angeles Sparks,-167,76,Chicago Sky,141,64
1432,2015-08-16,Washington Mystics,148,77,Minnesota Lynx,-175,69
1433,2015-08-16,Atlanta Dream,-159,90,Connecticut Sun,134,77
1434,2015-08-16,New York Liberty,-417,76,Dallas Wings,318,81
1435,2015-08-15,Seattle Storm,210,84,Chicago Sky,-256,94
1436,2015-08-15,Atlanta Dream,304,82,Minnesota Lynx,-400,84
1437,2015-08-15,Connecticut Sun,172,78,New York Liberty,-208,90
1438,2015-08-13,Phoenix Mercury,-1111,83,Seattle Storm,719,66
1439,2015-08-13,Connecticut Sun,-175,80,Dallas Wings,149,74
1440,2015-08-12,Los Angeles Sparks,-1000,77,Seattle Storm,647,85
1441,2015-08-12,Minnesota Lynx,-1250,83,Las Vegas Aces,767,76
1442,2015-08-12,New York Liberty,-227,84,Chicago Sky,190,63
1443,2015-08-12,Washington Mystics,-161,62,Indiana Fever,136,73
1444,2015-08-10,Minnesota Lynx,-250,72,Los Angeles Sparks,206,64
1445,2015-08-09,Dallas Wings,-333,90,Atlanta Dream,267,98
1446,2015-08-09,Washington Mystics,-303,84,Connecticut Sun,241,73
1447,2015-08-09,Chicago Sky,-175,74,Phoenix Mercury,146,64
1448,2015-08-09,Las Vegas Aces,-192,88,Seattle Storm,161,81
1449,2015-08-08,Phoenix Mercury,104,73,Minnesota Lynx,-125,66
1450,2015-08-08,Chicago Sky,-213,63,New York Liberty,174,77
1451,2015-08-08,Connecticut Sun,110,86,Washington Mystics,-132,72
1452,2015-08-08,Indiana Fever,-385,106,Atlanta Dream,298,77
1453,2015-08-07,Los Angeles Sparks,-370,84,Dallas Wings,288,57
1454,2015-08-06,Washington Mystics,-556,66,Las Vegas Aces,405,63
1455,2015-08-05,Los Angeles Sparks,118,83,Minnesota Lynx,-139,61
1456,2015-08-05,Phoenix Mercury,-385,87,Dallas Wings,287,84
1457,2015-08-05,Chicago Sky,-263,106,Indiana Fever,215,82
1458,2015-08-05,Connecticut Sun,-179,82,Las Vegas Aces,150,51
1459,2015-08-02,Chicago Sky,-227,71,Washington Mystics,185,68
1460,2015-08-02,Indiana Fever,-270,83,Connecticut Sun,218,70
1461,2015-08-02,Las Vegas Aces,174,78,Los Angeles Sparks,-213,80
1462,2015-08-02,Atlanta Dream,210,68,Phoenix Mercury,-256,71
1463,2015-08-02,New York Liberty,-526,78,Seattle Storm,388,62
1464,2015-08-02,Dallas Wings,200,80,Minnesota Lynx,-244,86
1465,2015-08-01,Chicago Sky,-238,77,Los Angeles Sparks,194,88
1466,2015-08-01,Las Vegas Aces,108,53,Washington Mystics,-130,88
1467,2015-08-01,Minnesota Lynx,-1111,86,Atlanta Dream,709,70
1468,2015-08-01,Connecticut Sun,-312,67,Seattle Storm,252,66
1469,2015-07-31,Dallas Wings,114,66,Phoenix Mercury,-135,78
1470,2015-07-30,Las Vegas Aces,-169,102,Atlanta Dream,142,85
1471,2015-07-30,Minnesota Lynx,-435,82,Los Angeles Sparks,334,76
1472,2015-07-30,Indiana Fever,112,84,New York Liberty,-133,72
1473,2015-07-29,Washington Mystics,-435,87,Seattle Storm,325,74
1474,2015-07-29,Phoenix Mercury,-169,89,Chicago Sky,144,87
1475,2015-07-29,Connecticut Sun,-110,73,Indiana Fever,-109,75
1476,2015-07-23,Los Angeles Sparks,-127,53,New York Liberty,106,59
1477,2015-07-22,Minnesota Lynx,-400,77,Connecticut Sun,308,78
1478,2015-07-22,Los Angeles Sparks,156,70,Phoenix Mercury,-185,65
1479,2015-07-22,Seattle Storm,164,77,New York Liberty,-196,81
1480,2015-07-22,Chicago Sky,-526,97,Atlanta Dream,391,92
1481,2015-07-21,Dallas Wings,-169,69,Washington Mystics,143,76
1482,2015-07-21,Las Vegas Aces,112,80,Indiana Fever,-133,62
1483,2015-07-20,Washington Mystics,-263,89,Connecticut Sun,215,82
1484,2015-07-19,Chicago Sky,-833,93,Las Vegas Aces,546,82
1485,2015-07-19,Dallas Wings,144,72,Minnesota Lynx,-169,79
1486,2015-07-19,Phoenix Mercury,-333,73,New York Liberty,262,75
1487,2015-07-19,Seattle Storm,122,86,Atlanta Dream,-145,73
1488,2015-07-18,Las Vegas Aces,167,65,Dallas Wings,-200,58
1489,2015-07-18,Minnesota Lynx,-227,84,Chicago Sky,187,66
1490,2015-07-18,Washington Mystics,-133,68,Indiana Fever,112,50
1491,2015-07-17,New York Liberty,-250,64,Connecticut Sun,204,57
1492,2015-07-16,Los Angeles Sparks,-127,72,Atlanta Dream,106,76
1493,2015-07-16,Indiana Fever,-149,83,Dallas Wings,125,80
1494,2015-07-15,Seattle Storm,129,68,Los Angeles Sparks,-154,61
1495,2015-07-15,Chicago Sky,-233,85,Washington Mystics,188,57
1496,2015-07-15,New York Liberty,-476,84,Las Vegas Aces,355,68
1497,2015-07-15,Phoenix Mercury,-500,80,Atlanta Dream,383,71
1498,2015-07-15,Connecticut Sun,249,79,Minnesota Lynx,-312,85
1499,2015-07-13,Minnesota Lynx,-1667,66,Las Vegas Aces,950,49
1500,2015-07-12,Chicago Sky,-345,96,Connecticut Sun,270,76
1501,2015-07-12,Phoenix Mercury,-1429,70,Seattle Storm,798,60
1502,2015-07-12,Atlanta Dream,-103,84,New York Liberty,-116,76
1503,2015-07-12,Dallas Wings,-270,82,Los Angeles Sparks,219,67
1504,2015-07-11,Seattle Storm,296,79,Phoenix Mercury,-385,94
1505,2015-07-11,Chicago Sky,148,90,Minnesota Lynx,-175,83
1506,2015-07-11,Indiana Fever,-345,83,Las Vegas Aces,274,76
1507,2015-07-09,Washington Mystics,-175,76,New York Liberty,148,79
1508,2015-07-09,Las Vegas Aces,145,70,Los Angeles Sparks,-172,63
1509,2015-07-08,Indiana Fever,-303,88,Seattle Storm,246,65
1510,2015-07-08,Atlanta Dream,-227,75,Dallas Wings,181,85
1511,2015-07-05,Los Angeles Sparks,145,91,Phoenix Mercury,-169,94
1512,2015-07-05,Atlanta Dream,-345,72,Seattle Storm,270,64
1513,2015-07-04,Los Angeles Sparks,-238,98,Dallas Wings,195,95
1514,2015-07-04,Minnesota Lynx,-909,82,Seattle Storm,610,57
1515,2015-07-03,Los Angeles Sparks,-233,86,Las Vegas Aces,191,81
1516,2015-07-03,Phoenix Mercury,-370,86,Dallas Wings,289,55
1517,2015-07-03,Connecticut Sun,154,74,Chicago Sky,-182,77
1518,2015-07-03,Indiana Fever,135,73,Washington Mystics,-159,50
1519,2015-07-01,Phoenix Mercury,-714,85,Las Vegas Aces,498,78
1520,2015-07-01,Seattle Storm,118,74,Dallas Wings,-139,69
1521,2015-07-01,Chicago Sky,-250,81,New York Liberty,206,89
1522,2015-07-01,Connecticut Sun,-192,84,Indiana Fever,163,92
1523,2015-06-29,Dallas Wings,-909,93,Seattle Storm,583,89
1524,2015-06-28,Washington Mystics,-116,86,Chicago Sky,-104,71
1525,2015-06-28,New York Liberty,-172,79,Los Angeles Sparks,146,70
1526,2015-06-28,Las Vegas Aces,-227,73,Seattle Storm,186,71
1527,2015-06-28,Minnesota Lynx,-278,71,Phoenix Mercury,220,56
1528,2015-06-27,Dallas Wings,-476,71,New York Liberty,353,62
1529,2015-06-27,Atlanta Dream,125,72,Washington Mystics,-147,69
1530,2015-06-27,Connecticut Sun,-323,80,Los Angeles Sparks,257,76
1531,2015-06-27,Indiana Fever,131,77,Chicago Sky,-154,83
1532,2015-06-26,Seattle Storm,450,73,Minnesota Lynx,-625,76
1533,2015-06-26,Las Vegas Aces,118,76,Phoenix Mercury,-141,71
1534,2015-06-24,Chicago Sky,-435,100,Atlanta Dream,326,96
1535,2015-06-24,Washington Mystics,-833,84,Los Angeles Sparks,563,80
1536,2015-06-22,Seattle Storm,121,72,Phoenix Mercury,-143,84
1537,2015-06-22,Minnesota Lynx,-357,78,Dallas Wings,282,86
1538,2015-06-21,Los Angeles Sparks,149,68,Connecticut Sun,-179,76
1539,2015-06-21,Atlanta Dream,-222,64,New York Liberty,184,73
1540,2015-06-21,Las Vegas Aces,158,87,Chicago Sky,-185,95
1541,2015-06-21,Indiana Fever,-108,75,Washington Mystics,-111,87
1542,2015-06-20,Phoenix Mercury,-256,78,Connecticut Sun,208,90
